rank,commodityCode,goodsDescription,countryOfOriginCode,countryOfOriginName,manufacturerName,exporterNameAndAddress,uomCode,uomDesc,packetSize,requestedAmount,requestedOtherInformation,assessedAmount,assessedOtherInformation,recommendedAmount,recommendedOtherInformation
921,3822000000,MiSeq? Reagent Kit v2 (50 cycle) (MS#-LPM) 15033413 (Water),,,,,TNE,Metric tons,,500,,500,,500,
922,3822000000,MiSeq? Reagent Kit v2 (500 cycle) (MS#-LPM)15033411 (Water),,,,,TNE,Metric tons,,500,,500,,500,
923,3822000000,MiSeq? Reagent Kit v3 (150 cycle) (MS#-LPM)15043761 (Water),,,,,TNE,Metric tons,,500,,500,,500,
924,3822000000,MiSeq? Reagent Kit v3 (MS#-LPM) (600 cycle) 15043762 (Water),,,,,TNE,Metric tons,,500,,500,,500,
925,3822000000,MiSeq? Reagent Micro Kit v2 (300 Cycles) (MS#-LPM) 15036523 (Water),,,,,TNE,Metric tons,,500,,500,,500,
926,3822000000,MiSeq? Reagent Nano Kit v2 (300 Cycles) (MS#-LPM) 15036522 (Water),,,,,TNE,Metric tons,,500,,500,,500,
927,3822000000,MiSeq? RGT Kit v2 (300 cycle)-20 PK 15033418 (FM#-SSC Flow Cell Buffer 5xSSC + EDTA) (Sodium chloride7647-14-5),,,,,TNE,Metric tons,,500,,500,,500,
928,3822000000,"MiSeq? RGT Kit v2 (50 cycle) - 15033419 (Sodium chloride
7647-14-5)",,,,,TNE,Metric tons,,500,,500,,500,
929,3822000000,"MiSeqDx CF 139 Variant Assay (2 Run)"" (MiSeqDx SBS Solution (PR2) - CF Carrier Screening)  15036580 (5-Chloro-2-methyl-2,3-dihydroisothiazol-3-one and 2-Methyl-2,3-dihydroisothiazol-3-one (3:1))",,,,,TNE,Metric tons,,500,,500,,500,
930,3822000000,"MiSEQDx CF Clinical SEQ Assay (6 Run)"" (MiSeqDx SBS Solution (PR2) - CF Clinical Sequencing) 15036620 (5-Chloro-2-methyl-2,3-dihydroisothiazol-3-one and 2-Methyl-2,3-dihydroisothiazol-3-one (3:1))",,,,,TNE,Metric tons,,500,,500,,500,
931,3822000000,MiSeqDx Reagent Kit v3 20012552 (DX#-LPM) (Water7732-18-5),,,,,TNE,Metric tons,,500,,500,,500,
932,3822000000,MiSeqDx Reagent Kit v3 20037124 (DX#-LPM) (Water7732-18-5),,,,,TNE,Metric tons,,500,,500,,500,
933,3822000000,"Mixed-bed resin MBH 100 (AppliQUA MBH) [11404954001] [Trimethylamine functionalized
chloromethylated polystyrene
copolymer in the hydroxide form]",,,,,TNE,Metric tons,,500,,500,,500,
934,3822000000,MSQ? RGT KT v2 (500 CYC)-20 PK (FM#-SSC Flow Cell Buffer 5xSSC + EDTA) 15033417 (Sodium chloride7647-14-5),,,,,TNE,Metric tons,,500,,500,,500,
935,3822000000,Myoglobin CS Elecsys (Myoglobin CalSet) [12178222122] [sodium azide],,,,,TNE,Metric tons,,500,,500,,500,
936,3822000000,"Myoglobin Elecsys cobas e 100 [12178214122] [2-methyl-2H-isothiazol-3-one hydrochloride, Polidocanol]",,,,,TNE,Metric tons,,500,,500,,500,
937,3822000000,"NACl 9% Dil, cobas c [4489357190] [INT R1/2 (B,C) Sodium Chloride]",,,,,TNE,Metric tons,,500,,500,,500,
938,3822000000,"NACl 9% SI Gen.2, cobas c, Integra (SL2)  [4489365190] [INT R1/2 (B,C )Sodium Chloride]",,,,,TNE,Metric tons,,500,,500,,500,
939,3822000000,"NEXES, REAGENT, CELL MARQUE, ACT H [5268176001] [Sodium azide (Na(N3)]",,,,,TNE,Metric tons,,500,,500,,500,
940,3822000000,"NEXES, REAGENT, CELL MARQUE, FSH [5268192001] [Sodium azide (Na(N3)]",,,,,TNE,Metric tons,,500,,500,,500,
941,3822000000,"NEXES, REAGENT, CELL MARQUE, GROWTH HORM [5268257001]  [Sodium azide Na(N3)]",,,,,TNE,Metric tons,,500,,500,,500,
942,3822000000,"NEXES, REAGENT, CELL MARQUE, LH [5268222001]  [Sodium azide Na(N3)]",,,,,TNE,Metric tons,,500,,500,,500,
943,3822000000,"NexES, Reagent, Cell MArque, Myogenin [5268290001] (sodium azide 26628-22-8 )",,,,,TNE,Metric tons,,500,,500,,500,
944,3822000000,"NEXES, REAGENT, CELL MARQUE, PROLACTIN [5268249001]  [Sodium azide Na(N3)]",,,,,TNE,Metric tons,,500,,500,,500,
945,3822000000,"NexES, Reagent, Cell MArque, SM Actin [5268303001] (sodium azide 26628-22-8 )",,,,,TNE,Metric tons,,500,,500,,500,
946,3822000000,"NEXES, REAGENT, CELL MARQUE, TSH [5268184001]   [Sodium azide Na(N3)]",,,,,TNE,Metric tons,,500,,500,,500,
947,3822000000,"Nextera Compatible Unique Dual Idx - All (96 DNA/RNA UDP INDX SetA, Nextera Compatible Unique Dual Idx - All) 20027217 (Water7732-18-5)",,,,,TNE,Metric tons,,500,,500,,500,
948,3822000000,Nextera Compatible Unique Dual Idx - C (96 UDI PCR INDX SetC)  [20027215] [Water7732-18-5],,,,,TNE,Metric tons,,500,,500,,500,
949,3822000000,Nextera Compatible Unique Dual Idx - D (96 UDI PCR INDX SetD)  [20027216] [Water 7732-18-5],,,,,TNE,Metric tons,,500,,500,,500,
950,3822000000,"Nextera DNA CD Idx (24 Idx, 24 SPl) (LP#-H503, DNA ADPTR)  20018707 (Water7732-18-5)",,,,,TNE,Metric tons,,500,,500,,500,
951,3822000000,"NextSeq 550Dx HO Rgt Kit v2.5 (75 cyc) (BULK, BLEACH, 0.12% , NextSeq 550Dx HO Rgt Kit v2.5 (75 cyc))20028870 (Sodium hypochlorite)",,,,,TNE,Metric tons,,500,,500,,500,
952,3822000000,"NextSeq? PhiX Control Kit (LP#-PX3,UNIVERSAL PhiX CONTROLV3) [15051973](glycerol, sucrose)",,,,,TNE,Metric tons,,500,,500,,500,
953,3822000000,"NH3L,  150Tests, cobas c, Integra [20766682322] [Dehydrogenase,
glutamate, Sodium azide]",,,,,TNE,Metric tons,,500,,500,,500,
954,3822000000,"NSQ 500/550 Hi Output KT v2.5 (150 CYS) 20024907 (Sodium chloride
7647-14-5)",,,,,TNE,Metric tons,,500,,500,,500,
955,3822000000,"NSQ 500/550 Hi Output KT v2.5 (300 CYS) (BULK,LDR1)  20024908 (Formamide75-12-7)",,,,,TNE,Metric tons,,500,,500,,500,
956,3822000000,"NVSEQ 6000 S4 Rgt Kit v1.5 (300cyc) (BULK,LDR1) [20028312] (formamide)",,,,,TNE,Metric tons,,500,,500,,500,
957,3822000000,"NXTR? XT DNA SMP Prep Kit (24 SMP) [15032785] (LP#-LNW1,LIBRARY NORMALIZATION WASH 1)  [Formamide, 2-Mercaptoethanol]",,,,,TNE,Metric tons,,500,,500,,500,
958,3822000000,"NXTR? XT DNA SMP Prep Kit (96 SMP)  (LP#-LNW1,LIBRARY NORMALIZATION WASH 1) 15032786 (Formamide, 2-Mercaptoethanol)",,,,,TNE,Metric tons,,500,,500,,500,
959,3822000000,"NXTR? XT IDX Kit (24 IDXS, 96 SMP) (ID#-S504,INDEX ADAPTER)  [15032787] [Control oligo stock]",,,,,TNE,Metric tons,,500,,500,,500,
960,3822000000,"NXTR? XT IDX Kt v2 Set A 96 IDXS,384 SMP (ID#-S502,INDEX ADAPTER)  [50015051885] [Control oligo stock]",,,,,TNE,Metric tons,,500,,500,,500,
961,3822000000,"NXTR? XT IDX Kt v2 Set B 96 IDXS,384 SMP (ID#-S502,INDEX ADAPTER) [15051886] [Control Oligo Stock]",,,,,TNE,Metric tons,,500,,500,,500,
962,3822000000,"NXTR? XT IDX Kt v2 Set C 96 IDXS,384 SMP (ID#-N703,DNA ADPTR)  [15051887] [Control oligo stock]",,,,,TNE,Metric tons,,500,,500,,500,
963,3822000000,"NXTR? XT IDX Kt v2 Set D 96 IDXS,384 SMP (ID#-S518,INDEX ADAPTER) [15051888] [Control oligo stock]",,,,,TNE,Metric tons,,500,,500,,500,
964,3822000000,PAPP-A CS Elecsys [4854101200] (PAPP-A CalSet) [2-methyl-2H-isothiazol-3-one hydrochloride],,,,,TNE,Metric tons,,500,,500,,500,
965,3822000000,"PAPP-A Elecsys cobas e 100 [4854098200] (Elecsys PAPP-A)  [2-methyl-2H-isothiazol-3-one hydrochloride, dipotassium hydrogenorthophosphate]",,,,,TNE,Metric tons,,500,,500,,500,
966,3822000000,PATHWAY anti-c-Kit (9.7) Primary Antibody (05278317001) (Sodium azide (Na(N3)),,,,,TNE,Metric tons,,500,,500,,500,
967,3822000000,PATHWAY ANTI-HER-2/NEU (4B5) RABBIT MONO [5278368001] [sodium azide],,,,,TNE,Metric tons,,500,,500,,500,
968,3822000000,"PCT Brahms (Roche) Elecsys cobas e 100 [5056888200] [2-methyl-2H-isothiazol-3-one hydrochloride, Streptavidin, dipotassium hydrogenorthophosphate]",,,,,TNE,Metric tons,,500,,500,,500,
969,3822000000,"Phosphor 100T cobas c 111 (PHOS2)  [5401780190] [sulphuric acid, Polidocanol]",,,,,TNE,Metric tons,,500,,500,,500,
970,3822000000,"Praxis Extended RAS Panel 20012431  (DX#-OHS1, Hybridization Buffer) (Formamide, Citric Acid Monohydrate)",,,,,TNE,Metric tons,,500,,500,,500,
971,3822000000,"PreciControl Anti-HBc II (Anti-HBc G2 PC Elecsys) (PreciControl ClinChem Multi 1)  (04927931190) (2-methyl-2H-isothiazol-3-one hydrochloride, (R*,R*)-1,4-dimercaptobutane2,3-diol and Polidocanol)",,,,,TNE,Metric tons,,500,,500,,500,
972,3822000000,"PreciControl ClinChem Multi 1, 4x5 ml [5947626190] [Pyridoxal 5-Phosphate, Monohydrate,glycerol]",,,,,TNE,Metric tons,,500,,500,,500,
973,3822000000,"PreciControl ClinChem Multi 2, 4x5 ml  [Pyridoxal 5-Phosphate, Monohydrate, Phosphatase, alkaline, sodium azide]",,,,,TNE,Metric tons,,500,,500,,500,
974,3822000000,PreciControl CMV IgG (16x1ml) [2-methyl-2H-isothiazol-3-one hydrochloride],,,,,TNE,Metric tons,,500,,500,,500,
975,3822000000,PreciControl CMV IgM (16x1ml) [2-methyl-2H-isothiazol-3-one hydrochloride],,,,,TNE,Metric tons,,500,,500,,500,
976,3822000000,PreciControl ISD Elecsys [5889081190] [Edetic acid disodium salt dihydrate (EDTA-2Na-2H2O)],,,,,TNE,Metric tons,,500,,500,,500,
977,3822000000,"PreciControl Multimarker Elecsys [5341787190] [Edetic acid disodium salt dihydrate (EDTA-2Na-2H2O), tetradonium bromide]",,,,,TNE,Metric tons,,500,,500,,500,
978,3822000000,PreciControl Rubella IgG (Rubella IgG PC Elecsys) [04618807190](2-methyl-2H-isothiazol-3-one hy drochloride),,,,,TNE,Metric tons,,500,,500,,500,
979,3822000000,PreciControl Rubella IgM (04618840190) (2-methyl-2H-isothiazol-3-one hy drochloride),,,,,TNE,Metric tons,,500,,500,,500,
980,3822000000,PreciControl Thyro AB Elecsys V2 [5042666191] (HEPES 7365-45-9 ),,,,,TNE,Metric tons,,500,,500,,500,
981,3822000000,"PreciControl TM Elecsys (PreciControl Tumor Marker) [11776452122] [Gentamicin, sulfate (salt)]",,,,,TNE,Metric tons,,500,,500,,500,
982,3822000000,PreciControl Toxo IgG (16x1ml) [4618823190] [2-methyl-2H-isothiazol-3-one hydrochloride],,,,,TNE,Metric tons,,500,,500,,500,
983,3822000000,PreciControl Toxo IgM (16x0.67ml) [2-methyl-2H-isothiazol-3-one hydrochloride],,,,,TNE,Metric tons,,500,,500,,500,
984,3822000000,PreciControl Varia (disodium dihydrogen ethylenedi aminetetraacetat and tetradonium bromide)(05618860190),,,,,TNE,Metric tons,,500,,500,,500,
985,3822000000,"PreciControl Vitamin D total  II (07464266190) (Human serum /-plasma / -hemolysate, lyophilized hydroxyl-2-pyridone calcifediol",,,,,TNE,Metric tons,,500,,500,,500,
986,3822000000,"Precimat Fructosamin (11098993122) (Human serum /-plasma / -hemolysate, lyophilized Glucosylated from Human SerumFructosamine)",,,,,TNE,Metric tons,,500,,500,,500,
987,3822000000,Precinorm Fructosamin (11098985122) (edetic acid ),,,,,TNE,Metric tons,,500,,500,,500,
988,3822000000,Precinorm Protein (Precinorm Fructosamin)  (10557897122) (-methyl-2H-isothiazol-3-one hy drochloride),,,,,TNE,Metric tons,,500,,500,,500,
989,3822000000,Precinorm PUC (sodium azide and dipotassium hydrogenorthophosphate) (03121313122),,,,,TNE,Metric tons,,500,,500,,500,
990,3822000000,"Precinorm U Plus(glycerol, Pyridoxal 5-Phosphate, Monohydrate and Manganese (II) chloride, tetrahydrate)(12149435122)",,,,,TNE,Metric tons,,500,,500,,500,
991,3822000000,"Precipath Fructosamine () (11174118122) (Human serum /-plasma / -hemolysate, lyophilizedAlbumine, Glucosylated from Human SerumFructosamine)",,,,,TNE,Metric tons,,500,,500,,500,
992,3822000000,Precipath Protein (2-methyl-2H-isothiazol-3-one hydrochloride)(11333127122),,,,,TNE,Metric tons,,500,,500,,500,
993,3822000000,"Precipath PUC (sodium azide, dipotassium hydrogenorthophosphatE) (03121291122)",,,,,TNE,Metric tons,,500,,500,,500,
994,3822000000,"Precipath U Plus (12149443122) (glycerol, Pyridoxal 5-Phosphate, Monohydrate and Manganese (II) chloride, tetrahydrate)",,,,,TNE,Metric tons,,500,,500,,500,
995,3822000000,Preciset RF (12172828322) (sodium azide),,,,,TNE,Metric tons,,500,,500,,500,
996,3822000000,"PreClean M (PreClean M Elecsys,cobas e) [03004899190] (2-amino-2-methylpropanol)",,,,,TNE,Metric tons,,500,,500,,500,
997,3822000000,"Probe Wash M Elecsys,cobas e [3005712190] [Polidocanol, potassium hydroxide]",,,,,TNE,Metric tons,,500,,500,,500,
998,3822000000,proBNP II CalSet (proBNP G2 CS Elecsys) [04842472190] (2-methyl-2H-isothiazol-3-one hydrochloride),,,,,TNE,Metric tons,,500,,500,,500,
999,3822000000,"PROTEASE 1 (05266688001) (sodium azide, hydrogen chloride and Subtilisin)",,,,,TNE,Metric tons,,500,,500,,500,
1000,3822000000,"PROTEASE 2 (05266696001) (sodium azide, hydrogen chloride and Subtilisin)",,,,,TNE,Metric tons,,500,,500,,500,
1001,3822000000,"PROTEASE 3 (05266718001) (sodium azide, hydrogen chloride and Subtilisin)",,,,,TNE,Metric tons,,500,,500,,500,
1002,3822000000,Reaction Buffer Concentrate (10X) [5353955001] (acetic acid;Brij 35; reaction mass of 5-chloro-2-methyl-2H-isothiazol-3-one and 2-methyl-2H-isothiazol-3-one (3:1),,,,,TNE,Metric tons,,500,,500,,500,
1003,3822000000,REF Electrode (REFERENCE ELECTRODE)[03149501001] (calcium chloride),,,,,TNE,Metric tons,,500,,500,,500,
1004,3822000000,REFERENCE ELECTRODE HOUSING [3110575180] [calcium chloride],,,,,TNE,Metric tons,,500,,500,,500,
1005,3822000000,Reflotron Alkal. Phosphatase (Reflotron-ALP 30str.) [11622773202] (Alkaline Phosphatase (REGULATION (EC) No 1272/2008),,,,,TNE,Metric tons,,500,,500,,500,
1006,3822000000,Reflotron Amylase (11200658202) (à-Amylase),,,,,TNE,Metric tons,,500,,500,,500,
1007,3822000000,Reflotron Bilirubin (10905321202) (3-[2-[[3-(2-carboxyethyl)-5-[(Z)-(3-ethenyl-4-methyl-5-oxopyrrol-2-ylidene)methyl]-4-methyl-1H-pyrrol-2-yl]methyl]-5-[(Z)-(4-ethenyl-3-methyl-5-oxopyrrol-2-ylidene)methyl]-4-methyl-1H-pyrrol-3-yl]propanoic acid),,,,,TNE,Metric tons,,500,,500,,500,
1008,3822000000,"Reflotron Cholesterol ( 10745065202) ((1R,3aS,3bS,7S,9aR,9bS,11aR)-9a,11a-Dimethyl-1-[(2R)-6-methylheptan-2-yl]-2,3,3a,3b,4,6,7,8,9,9a,9b,10,11,11a-tetradecahydro-1H-cyclopenta[a]phenanthren-7-ol)",,,,,TNE,Metric tons,,500,,500,,500,
1009,3822000000,Reflotron CK (11126695202) (phosphocreatine kinase),,,,,TNE,Metric tons,,500,,500,,500,
1010,3822000000,Reflotron Creatinine (10886874202) (2-Amino-1-methyl-5H-imidazol-4-one),,,,,TNE,Metric tons,,500,,500,,500,
1011,3822000000,Reflotron GGT (10745081202) (Alanine aminotransferase),,,,,TNE,Metric tons,,500,,500,,500,
1012,3822000000,"Reflotron Glucose (10744948202) ((2R,3S,4R,5R)-2,3,4,5,6-Pentahydroxyhexanal)",,,,,TNE,Metric tons,,500,,500,,500,
1013,3822000000,Reflotron GOT (10745120202) (Glutamate oxaloacetate transaminase),,,,,TNE,Metric tons,,500,,500,,500,
1014,3822000000,Reflotron GPT (10745138202) (Alanine aminotransferase),,,,,TNE,Metric tons,,500,,500,,500,
1015,3822000000,Reflotron HDL Cholesterol (11208756202) (((3?)-?cholest-?5-?en-?3-?ol),,,,,TNE,Metric tons,,500,,500,,500,
1016,3822000000,Reflotron Pancreatic Amylase (11126679202) (amylase alpha 2A (pancreatic)),,,,,TNE,Metric tons,,500,,500,,500,
1017,3822000000,"Reflotron Precipath U  (10745162196)(Sodium carbonate, Manganese (II)chloride, tetrahydrate and Pyridoxal 5-Phosphate, Monohydrate)",,,,,TNE,Metric tons,,500,,500,,500,
1018,3822000000,"Reflotron Triglyceride (10745049202) (1,2,3-propantriol)",,,,,TNE,Metric tons,,500,,500,,500,
1019,3822000000,Reflotron Urea (11200666202) (Carbonyl diamide),,,,,TNE,Metric tons,,500,,500,,500,
1020,3822000000,"Reflotron Uric Acid (10745103202) (7,9-Dihydro-1H-purine-2,6,8(3H)-trione)",,,,,TNE,Metric tons,,500,,500,,500,
1021,3822000000,Reflotron-Calibrationstrip white (10788392001) (Cholest-5-en-3?-ol),,,,,TNE,Metric tons,,500,,500,,500,
1022,3822000000,Reflotron-potassium K+ (11208764202) (Potassium Bisulphite),,,,,TNE,Metric tons,,500,,500,,500,
1023,3822000000,RESP. VIRUS  OLIGO PANEL V2 (20044311) (Water 7732-18-5),,,,,TNE,Metric tons,,500,,500,,500,
1024,3822000000,"RF Control Set (03005496122) (Human serum /-plasma / -hemolysate, liquid ((2-methyl-2H-isothiazol-3one hydrochloride)",,,,,TNE,Metric tons,,500,,500,,500,
1025,3822000000,"RF-II (RFII, 100Tests, cobas c, Integra) [20764574322] (2-methyl-2H-isothiazol-3one hydrochloride",,,,,TNE,Metric tons,,500,,500,,500,
1026,3822000000,"RIQAS COAGULATION PROGRAMME (MONTHLY) (RQ9135 (a,b)) (RIQAS Coagulation Programme)",,,,,TNE,Metric tons,,500,,500,,500,
1027,3822000000,Roche CARDIAC CK-MB (Roche Cardiac CK-MB 10 tests (cobas)) [04877900190] ((L-malic acid),,,,,TNE,Metric tons,,500,,500,,500,
1028,3822000000,Roche CARDIAC Control CK-MB (Roche CARDIAC Control CK-MB (cobas) [04890426190] (L-malic acid),,,,,TNE,Metric tons,,500,,500,,500,
1029,3822000000,Roche CARDIAC Control D-Dimer (04890523190) (04890523190) (sodium azide),,,,,TNE,Metric tons,,500,,500,,500,
1030,3822000000,Roche CARDIAC Control proBNP (04890493190) (2-methyl-2H-isothiazol-3-one hydrochloride and Dipotassium hydrogen phosphate 3 hydrate),,,,,TNE,Metric tons,,500,,500,,500,
1031,3822000000,Roche CARDIAC D-Dimer (Roche Cardiac D-Dimer 10 Tests (cobas)) [04877802190],,,,,TNE,Metric tons,,500,,500,,500,
1032,3822000000,Roche CARDIAC IQC (cobas h 232) (04880668190)(sodium azide),,,,,TNE,Metric tons,,500,,500,,500,
1033,3822000000,Roche CARDIAC Myoglobin (Roche Cardiac M 20 tests (cobas)) (04877799190)(sodium azide),,,,,TNE,Metric tons,,500,,500,,500,
1034,3822000000,Roche CARDIAC proBNP+ (Roche Cardiac proBNP+ 10 tests (cobas)) [05533643190] (2-methyl-2H-isothiazol-3-one hydrochloride),,,,,TNE,Metric tons,,500,,500,,500,
1035,3822000000,Roche CARDIAC T Quantitative (Roche Cardiac T Quant. 10 tests (cobas)) [04877772190](sodium azide),,,,,TNE,Metric tons,,500,,500,,500,
1036,3822000000,"S100p (16_f5)PAb, Cell Marque (Sodium azide (Na(N3))",,,,,TNE,Metric tons,,500,,500,,500,
1037,3822000000,"Sample Cleaner 1, cobas c [4708725190](sodium hydroxide)",,,,,TNE,Metric tons,,500,,500,,500,
1038,3822000000,"Sample Cleaner 2, cobas 6000 [5958024190](citric acid, Nikkol BT 9)",,,,,TNE,Metric tons,,500,,500,,500,
1039,3822000000,"SAP Test Elecsys,cobas e [11820435122(2-methyl-2H-isothiazol-3-one hydrochloride)",,,,,TNE,Metric tons,,500,,500,,500,
1040,3822000000,Serumproteins T-Standard [20737267322] (sodium azide),,,,,TNE,Metric tons,,500,,500,,500,
1041,3822000000,SHBG CalSet(2-methyl-2H-isothiazol-3-one hydrochloride),,,,,TNE,Metric tons,,500,,500,,500,
1042,3822000000,"SMS, cobas c [4489225190] (hydrogen chloride)",,,,,TNE,Metric tons,,500,,500,,500,
1043,3822000000,SureCell Whl Trans 3 Pr Kt (2 crtg kt ) [20014279](Control Oligo Stock),,,,,TNE,Metric tons,,500,,500,,500,
1044,3822000000,"Synaptophysin (MRQ-40) PAb, Cell Marque [6433324001] (sodium azide 26628-22-8 )",,,,,TNE,Metric tons,,500,,500,,500,
1045,3822000000,Syphilis Elecsys cobas e 100 (Elecsys Syphilis)  [6923348190](2-methyl-2H-isothiazol-3-one hydrochloride),,,,,TNE,Metric tons,,500,,500,,500,
1046,3822000000,TDM Control Set [4521536190] (sodium azide),,,,,TNE,Metric tons,,500,,500,,500,
1047,3822000000,TG GPO-PAP 200T cobas c111 (TRIGL) (Polidocanol),,,,,TNE,Metric tons,,500,,500,,500,
1048,3822000000,TG HiSeqª Rapid PE Cluster Kitv2[15068071] (Water 7732-18-5),,,,,TNE,Metric tons,,500,,500,,500,
1049,3822000000,"TG HiSeqª Rapid SBS Kit v2 (50cycles)[15068077](5-Chloro-2-methyl-2,3-dihydroisothiazol-3-one and 2-Methyl-2,3-dihydroisothiazol-3-one (3:1))",,,,,TNE,Metric tons,,500,,500,,500,
1050,3822000000,TG HiSeqª Rapid SR Cluster Kitv2 (TG HiSeq? Rapid SR Flow Cell v2) [15068074] (Water 7732-18-5),,,,,TNE,Metric tons,,500,,500,,500,
1051,3822000000,"TG Library Prep Partner Kit (ID#-N704,DNA ADPTR)  [20029274](Control Oligo Stock)",,,,,TNE,Metric tons,,500,,500,,500,
1052,3822000000,"TG MiSeq? Reagent Kit v2 (300Cycles) (FLOWCELL,MiSeq,V2.0,PE-GRAFTED) 15035685 (Water7732-18-5)",,,,,TNE,Metric tons,,500,,500,,500,
1053,3822000000,TG MiSeq? Reagent Kit v3 (150cycle) (FM#-SSC Flow Cell Buffer 5xSSC + EDTA) 15049954 (Sodium chloride7647-14-5),,,,,TNE,Metric tons,,500,,500,,500,
1054,3822000000,"TG MiSeq? Reagent Kit v3 (600cycle) (FLOWCELL,MiSeq,V2.0,PE-GRAFTED) 15049955 (Water 7732-18-5)",,,,,TNE,Metric tons,,500,,500,,500,
1055,3822000000,"TG MiSeq? RGT Kit v2 (300cyc)-20 PK (FLOWCELL,MiSeq,V2.0,PE-GRAFTED) 15039435 (Water 7732-18-5)",,,,,TNE,Metric tons,,500,,500,,500,
1056,3822000000,"TG MiSeq? RGT Micro Kit v2(300 cyc) (MS#-HT1,5mL) 15035688 (Sodium chloride 7647-14-5)",,,,,TNE,Metric tons,,500,,500,,500,
1057,3822000000,"TG MiSeq? RGT Nano Kit v2(300 cyc) (FLOWCELL,MiSeq,Nano,PE-GRAFTED) 15035687 (Water7732-18-5)",,,,,TNE,Metric tons,,500,,500,,500,
1058,3822000000,"TG NextSeqTM 500-550 HO v2 75cyc - 60 pkg (BULK,LDR1) (Formamide)",,,,,TNE,Metric tons,,500,,500,,500,
1059,3822000000,"TG NSQ 500/550 Hi Output v2.5 (150 CYS) (BULK,LDR1,TG NSQ 500/550 Hi Output v2.5 (150 CYS)) 20024912 (Formamide)",,,,,TNE,Metric tons,,500,,500,,500,
1060,3822000000,TG NSQ 500/550 Mid Output v2.5 (300 CYS) 20024910 (Formamide),,,,,TNE,Metric tons,,500,,500,,500,
1061,3822000000,"TG NSQ 500-550 Hi Output KT v2.5  (BULK,LDR1)  (300 CYS)(Formamide)",,,,,TNE,Metric tons,,500,,500,,500,
1062,3822000000,"TG NXTRªXT INX KTv2 ST A(96 INXs,384SMP) (ID#-S502,INDEX ADAPTER) [15056508](Control Oligo Stock)",,,,,TNE,Metric tons,,500,,500,,500,
1063,3822000000,"TG NXTRªXT INX KTv2 ST B(96 INXs,384SMP) (ID#-S502,INDEX ADAPTER) [15056509](Control Oligo Stock)",,,,,TNE,Metric tons,,500,,500,,500,
1064,3822000000,"TG PhiX CONTROL V3 KIT[15033875](glycerol, sucrose, Sodium Hydroxide)",,,,,TNE,Metric tons,,500,,500,,500,
1065,3822000000,"TG TruSeq SBS KIT v3 - HS (50-cycles) (TG#-SB1 SBS Buf 1 (High Salt Buffer) (50-cycle)) [15030558](5-Chloro-2-methyl-2,3-dihydroisothiazol-3-one and 2-Methyl-2,3-dihydroisothiazol-3-one (3:1))",,,,,TNE,Metric tons,,500,,500,,500,
1066,3822000000,"TG TruSeqª Nano DNA AccessoryKit (LP#-EPM, ENHANCED PCR MIX, 0.53 ml) [15053646](Tetramethylammonium chloride)",,,,,TNE,Metric tons,,500,,500,,500,
1067,3822000000,"TG TruSqª Nano DNA LT SMPPrpKt, A 24SMP (LP#-AD013,DNA ADAPTER INDEX 88) [15048371](Control Oligo Stock)",,,,,TNE,Metric tons,,500,,500,,500,
1068,3822000000,"TG TruSqª Nano DNA LT SMPPrpKt, B 24SMP (LP#-ATL,A TAILING MIX)  [15048376](Sucrose)",,,,,TNE,Metric tons,,500,,500,,500,
1069,3822000000,Total PSA G2 CS Elecsys V2.1 (total PSA CalSet II)  [4485220190](2-methyl-2H-isothiazol-3-one hydrochloride),,,,,TNE,Metric tons,,500,,500,,500,
1070,3822000000,Toxo IgG Elecsys cobas e 100 (Elecsys Toxo IgG) [4618815190](2-methyl-2H-isothiazol-3-one hydrochloride),,,,,TNE,Metric tons,,500,,500,,500,
1071,3822000000,"Toxo IgM Elecsys cobas e 100 (Elecsys Toxo IgM) [4618858190](Polidocanol, 2-methyl-2H-isothiazol-3-one hydrochloride)",,,,,TNE,Metric tons,,500,,500,,500,
1072,3822000000,"Troponin I Combo Rapid Test, Cs R3002C (Sodium Azide)",,,,,TNE,Metric tons,,500,,500,,500,
1073,3822000000,Troponin I CS Elecsys (Troponin I CalSet) [5094828190](2-methyl-2H-isothiazol-3-one hydrochloride),,,,,TNE,Metric tons,,500,,500,,500,
1074,3822000000,Troponin I Elecsys cobas e 100 (Elecsys Troponin I)  [5094810190](2-methyl-2H-isothiazol-3-one hydrochloride),,,,,TNE,Metric tons,,500,,500,,500,
